350,'Г. ПЕТРОДВОРЕЦ, ВОКЗАЛ - Г. ПЕТРОДВОРЕЦ, ВОКЗАЛ'
353,'Г. ПЕТРОДВОРЕЦ, ВОКЗАЛ - Ж.-Д. СТ. СТАРЫЙ ПЕТЕРГОФ'
354,'Г. ПЕТРОДВОРЕЦ, ВОКЗАЛ - УНИВЕРСИТЕТ, УЛЬЯНОВСКАЯ УЛ.'
463,'Г. ПЕТРОДВОРЕЦ, ВОКЗАЛ - 5-Й КМ БЕТОННОЙ ДОРОГИ'
463А,'Г. ПЕТРОДВОРЕЦ, ВОКЗАЛ - ДЕР. ЛОПУХИНКА'
121,АС "ЖЕНИ ЕГОРОВОЙ" - УЛ. РУСТАВЕЛИ
122,РЕПИЩЕВА УЛ. - СТ. МЕТРО "ЧЕРНАЯ РЕЧКА"
489,'Г.ПЕТРОДВОРЕЦ, ВОКЗАЛ - ГОСТИЛИЦЫ - ВИЛЬПОВИЦЫ - Г. ПЕТРОДВОРЕЦ'
360,'Г. ПЕТРОДВОРЕЦ, ВОКЗАЛ - УНИВЕРСИТЕТСКИЙ ПР.'
38,РЕПИЩЕВА УЛ. - ФИЗИКО-ТЕХНИЧЕСКИЙ ИНСТИТУТ ИМ. А.Ф.ИОФФЕ
215,'Г. КРОНШТАДТ, ПР. ЛЕНИНА - Г. СЕСТРОРЕЦК, УЛ. ВОЛОДАРСКОГО'
150,УЛ.КОСТЮШКО - ГОСПЛЕМЗАВОД "ЛЕСНОЕ"
306,'Г. СЕСТРОРЕЦК , КУРОРТНАЯ УЛ. - ПАНСИОНАТ "ДЮНЫ"'
310,Г.СЕСТРОРЕЦК - САНАТОРИЙ "БЕЛЫЕ НОЧИ"
311,'Г. СЕСТРОРЕЦК, КУРОРТНАЯ УЛ. - Г. СЕСТРОРЕЦК,УЛ. ВОЛОДАРСКОГО (ТОЛЬКО В ОДНУ СТОРОНУ)'
315,'Г. СЕСТРОРЕЦК, КУРОРТНАЯ УЛ. - Ж.-Д. СТАНЦИЯ ПЕСОЧНАЯ'
307,'Г.СЕСТРОРЕЦК, КУРОРТНАЯ УЛ. - Ж.-Д.СТ. ГОРСКАЯ'
314,'Г. СЕСТРОРЕЦК, КУРОРТНАЯ УЛ. - ПОС. БЕЛООСТРОВ, СЕСТРОРЕЦКОЕ ШОССЕ'
552,'Г.ЗЕЛЕНОГОРСК, ВОКЗАЛ - ПОС.ИЛЬИЧЕВО, ДОМ-МУЗЕЙ В.И.ЛЕНИНА'
552А,'Г.ЗЕЛЕНОГОРСК, ВОКЗАЛ - ПОС.ИЛЬИЧЕВО, ДОМ-МУЗЕЙ В.И.ЛЕНИНА'
322,'Г. ЗЕЛЕНОГОРСК, ВОКЗАЛЬНАЯ ПЛ. - ПОС. РЕШЕТНИКОВО'
420А,'Г.ЗЕЛЕНОГОРСК, ВОКЗАЛ - ПОС.ОЗЕРКИ'
67Б,ДВИНСКАЯ УЛ. - БАЛТИЙСКИЙ ВОКЗАЛ
380Э,'Г.ПУШКИН, ВОКЗАЛ - СТАРОГАТЧИНСКОЕ ШОССЕ, Д. 2'
376,'Г.ПУШКИН, АВТОБУСНАЯ СТАНЦИЯ "ЖЕЛЕЗНОДОРОЖНАЯ УЛ." - КРАСНОСЕЛЬСКОЕ ШОССЕ'
356А-Шк,неверный вариант
415Ш2,'Г.ЗЕЛЕНОГОРСК, ВОКЗАЛ - ЖИЛГОРОДОК - ШКОЛА № 455 - Д\С "ПИОНЕР" - Г.ЗЕЛЕНОГОРСК'
72Ф,Звездная ул. - ст.метро "Кировский завод"
160,А.С. "КИРОВСКИЙ ЗАВОД" - БАЛТИЙСКАЯ ЖЕМЧУЖИНА
170,ЛАХТИНСКИЙ РАЗЛИВ - РЕПИЩЕВА УЛ.
К-93,Школьная улица - Суздальский пр.
К-49,'станция метро "Проспект Ветеранов" (бульв. Новаторов, д. 73)-Народная ул. у пр. Большевиков'
К-217,'ст. метро "Купчино"-бульв. Новаторов, д.13'
К-352,'г. Петродворец, вокзал - г. Ломоносов, вокзал'
К-102,Станция метро "Пр. Большевиков" - Светлановский пр.
К-322,'станция метро "Ладожская" (Уткин пр., угол пр. Энергетиков) - станция метро "Удельная"'
К-220Б,'ст. метро "Ломоносовская"-г. Колпино, Оборонная ул.'
К-115,'Московский пр., д. 1 - Канонерский остров, д. 11'
К-329,'станция метро "Проспект Ветеранов", бульв. Новаторов, д. 75 - дер. Ольгино'
К-227,ж.-д.станция Сортировочная-ул.Пионерстроя
К-121,'авт. ст. "Ул. Жени Егоровой" - нечетная сторона пр. Луначарского, напротив д. 108'
К-400,'Финляндский вокзал - г. Зеленогорск, вокзал'
К-232,'ст. метро "Старая Деренвя"-Приморский пр., д.169'
К-124,'Новосмоленская наб., напротив д. 1 - Подъездной пер., д. 18'
К-517,'г. Пушкин, вокзал - г. Пушкин, вокзал'
К-131,наб. Мартынова - ж.-д. станция Ручьи
К-484,Станция метро "Кировский завод" - Дер. Андреевка
К-247,ст. метро "Приморская"-Наличная ул.
К-149,'ст. метро "Спортивная", Дворец спорта "Юбилейный" - Крематорий'
К-158,станция метро "Комендантская площадь" - Глухарская ул.
К-163,'Кирочная ул., д. 23 - станция метро "Проспект Большевиков"'
К-153,ТЦ "МЕГА Дыбенко" - пр. Косыгина
К-519,'г. Пушкин, вокзал - Казанское кладбище'
К-154,Прибалтийская пл. - Автовская ул.
К-166,станция метро "Старая Деревня" - станция метро "Старая Деревня"
К-169,'Старо-Петергофский пр., д. 50 - Садовая ул., д. 37'
К-271,ст. метро "Ладожская" - Выборгский рынок
К-260,Ж.-д. станция Предпортовая - Станция метро "Ломоносовская"
К-273,ул.Одоевского - ст. метро "Горьковская"
К-172,Станция метро "Пионерская" - Туристская ул. (четная сторона) у Мебельной ул.
1946,река Оккервиь - пл. Александра Невского
1М,А.С. "ПР. КУЛЬТУРЫ" - А.С."ПР. МАРШАЛА ЖУКОВА"
К-346,'Морская наб., д. 9, у пл. Европы - Светлановский пр. у Суздальского пр.'
К-94,Мебельная ул. - ул. Карпинского
К-50,станция метро "Черная речка" - ул. Руставели
К-51,боковой проезд Пискаревского пр. -боковой проезд Пискаревского пр.
К-99,'ул. Жени Егоровой - пос. Бугры, Шоссейная ул., 28'
К-367,на пересечении Парашютной ул. и Долгоозерной ул. боковой проезд Пискаревского пр. у д. 40
К-366,'г. Колпино, вокзал - совхоз им. Тельмана'
К-372,станция метро "Старая Деревня" - Коломяжский пр.
К-375,'г. Пушкин, вокзал - ж.-д. станция Александровская'
К-417,'Станция метро "Черная речка" - г. Сестрорецк, Курортная ул.'
К-383,'М. Карпатская ул., угол ул. Олеко Дундича - станция метро "Купчино", Балканская пл.'
К-224,ст. метро "Ленинский проспект"-ж.д. станция Старый Петергоф
К-235,ст.метро "Проспект Ветеранов"-пр.Героев
К-403,'г. Красное Село, Красногородская ул., угол Нагорной ул. Станция метро "Московская" '
К-404,'Балтийский вокзал - г. Ломоносов, ул. Победы'
К-133,'станция метро "Черная речка" - Школьная ул., д. 128 '
К-156,ж.-д. станция Ржевка - Синопская наб.
К-143,'Боткинская ул. - пос. Бугры, разворотное кольцо на Шоссейной ул.'
К-485,Ул. Подвойского - Садоводство "Северная Самарка"
К-162,'Капитанская ул., угол Морской наб. - Морская наб., д. 9, у пл. Европы'
К-521,'г. Пушкин, вокзал - Совхоз Фёдоровское'
К-253,Станция метро "Елизаровская" - Станция метро "Купчино"
К-259,Станция метро "Озерки" - Ж.-д. станция Дибуны
К-275,'ст. метро "Рыбацкое" - пос. Металлострой, Центральная ул.'
К-173,больница Святого Георгия - ул. Руднева
К-95,На пересечении Гражданского пр. и Суздальского пр. - Станция метро "Ладожская"
К-55,станция метро "Пионерская" - Земский пер.
К-306,Казанский собор - ж.-д. станция Сосновая поляна
К-369,станция метро "Ладожская" - станция метро "Петроградская"
К-408,'Станция метро "Проспект Просвещения" - Сестрорецк, парк "Дубки"'
К-114,Б. Смоленский пр. у ул. Пинегина - Счастливая ул.
К-118,станция метро "Ладожская" - станция метро "Удельная"
К-385,Уткина Заводь - Станция метро "Дыбенко"
К-387,'станция метро "Старая деревня" - ул. Савушкина, д. 145'
К-120,'Уральская ул., д. 33 - станция метро "Петроградская", пл. Шевченко'
К-123,ул. Прокофьева - станция метро "Ладожская"
К-233,'ст. метро "Старая Деревня"-Школьная ул., д 128'
К-240А,Манчестерская ул.-Манчестерская ул.
К-424А,'Станция метро "Автово" - г. Ломоносов, вокзал'
К-405,'станция метро "Черная речка" - г. Кронштадт, Гражданская ул.'
К-155А,станция метро "Проспект Большевиков" - станция метро "Проспект Большевиков" (кольцевой маршрут)
К-155Б,станция метро "Проспект Большевиков" - станция метро "Проспект Большевиков" (кольцевой маршрут)
К-134,боковой проезд Мебельной ул. у Яхтенной ул. - ул. Илюшина
К-157,'пр. Культуры - Выборгское шоссе, д. 11'
К-252,Балтийский вокзал-Светлановский пр. уг. Суздальского пр.
К-142,ст. метро "Ленинский проспект" - ул. Доблести 
К-161,ул. Лопатина - ул. Бадаева
К-511,'г. Пушкин, вокзал - Пос. Лесное'
К-515,Станция метро "Ломоносовская" - Садоводство "Сады"
К-139,'Станция метро "Купчино" - Инженернная ул., д. 7'
К-595,станция метро "Улица Дыбенко" - садоводство "Пупышево"
К-170,'Транспортный пер. - Тепловозная ул., д. 32, лит. М (разворотная площадка у завода ЖБИ)'
К-296,'ст. метро "Звездная" - г. Колпино, ул. Ижорского Батальона'
К-45,станция метро "Купчино" - пересечение ул. Маршала Казакова и ул. Десантников
К-349,ДК им. Кирова - 8-9 линия В.О.
К-210,'ст.метро "Черная речка"-Ольгино, сады'
К-347,'Станция метро "Московская" - Красносельское шоссе, д.67'
К-213,Сенная пл.-Авиагородок
К-52,ул. Бурцева - станция метро "Проспект Ветеранов"
К-54,станция метро "Старая деревня" - Глухарская ул.
К-218,'ж.-д.станция Ржевка-Дальневосточный пр., д. 65'
К-56,Станция метро "Купчино" - ТЦ "МЕГА ДЫБЕНКО"
К-409,Станция метро "Ломоносовская" - Ржевская пл.
К-223,'Выборгское шоссе, д.31-ст. метро "Горьковская"'
К-377,'г.Пушкин, Средняя ул. - г. Пушкин, Санкт-Петербургское шоссе'
К-117,станция метро "Елизаровская" - ул. Бехтерева
К-433,ст. метро "Проспект Просвещения" - пос. Агалатово
К-229,ст. метро "Пионерская"-ст. метро "Старая Деревня"
К-469,ст. метро "Улица Дыбенко" - садоводство "Восход-1"
К-251,ст. метро "Проспект Большевиков"-ул Лопатина
К-151,ст. метро "Купчино" - ул. Васи Алексеева
К-137,Финляндский вокзал - Станция метро "Дыбенко"
55555,ИСААКИЕВСКИЙ ПР.- ШПАЛЕРНАЯ УЛ.
180,КАМЫШОВАЯ УЛ. - ОАО "КЛИМОВ"
1000,пробный
К-91А,станция метро "Удельная" - Глухарская ул.
К-96,станция метро "Купчино" - станция метро "Обухово"
К-97,Караваевская ул. - ул. Коллонтай
К-216,ст. метро "Купчино"-ст. м. "Проспект Ветеранов"
К-354,'г. Пушкин, Новодеревенская ул. - Станция метро "Купчино"'
К-365,Станция метро "Елизаровская" - Ул. Коллонтай
К-108,'ул. Николая Рубцова, д. 12, к. 1 - на пересечении Гражданского пр. и Суздальского пр.'
К-112,станция метро "Проспект Просвещения" - на пересечении Гражданского пр. и Суздальского пр.
К-338,'Звенигородская ул. бульв. Новаторов, д. 6'
К-379,'Камышовая ул.  - станция метро "Старая Деревня" (Мебельная ул., д. 1)'
К-119,станция метро "Ломоносовская" - Уткина Заводь
К-240Б,Манчестерская ул.-Манчестерская ул.
К-243,ст. метро "Удельная"-Вербная ул.
К-244,ст. метро "Удельная"-Афанасьевская ул.
К-135,Станция метр "Московские ворота" - ул. Коллонтай уг. ул. Лопатина
К-152,'Боткинская ул., д. 1 - Выборгское шоссе, д. 31'
К-165,станция метро "Проспект Ветеранов" - ж.-д. станция Сосновая Поляна
К-168,'станция метро "Пионерская" - Глухарская ул., д. 4'
К-269,ст. метро "Чернышевская" - ТЦ "МЕГА Дыбенко"
К-272,ст. метро "Рыбацкое" - пос. Металлострой
К-258,Витебский вокзал - Пр. Мечникова
К-690,'Уральская ул., д. 29, ТЦ "Лента" -  Школьная ул. (разворотная площадка напротив д. 124'
К-171Б,'пл. Конституции у дома 48, лит. А - пл. Конституции у дома 48, лит. А (кольцевой)'
300,АС "КИРОВСКИЙ ЗАВОД" - ПР. ГЕРОЕВ
3М,А.С. "НАЛИЧНАЯ УЛ." - СТ. МЕТРО "РЫБАЦКОЕ"
К-296А,'ст. метро "Звездная" - г. Колпино, ул. Веры Слуцкой'
К-101,ж.-д. станция Ручьи - ул. Шаврова
К-106,Финляндский вокзал - пр. Энергетиков
К-309,на пересечении Уральской ул. и пр. КИМа - на пересечении Уральской ул. и пр. КИМа
К-111,станция метро "Кировский завод" - ул. Доблести
К-371,станция метро "Старая деревня" - станция метро "Удельная"
К-373,'станция метро "Лесная" (Лесной пр., 63) - Новоколомяжский пр., д. 16'
К-376,'г. Пушкин, автобусная станция "Железнодорожная ул." - г. Пушкин, Красносельское шоссе, д.65'
К-388,станция метро "Купчино" - Ириновский пр.
К-420,'Станция метро "Ленинский проспект" - г. Петродворец, Чебышевская ул.'
К-391А,'г. Колпино, вокзал . Колпино, вокзал (кольцевой маршрут)'
К-391Б,'г. Колпино, вокзал - г. Колпино, вокзал (кольцевой маршрут)'
К-436,ст. метро "Проспект Просвещения" - ж. -д. станция Грузино
К-445А,'ст. метро "Автово" - г. Красное Село, ул. Лермонтова'
К-445Б,Колобановская ул. - ст. метро "Ленинский пр."
К-401,Станция метро "Волковская" - Станция метро "Новочеркасская"
К-242,ст.метро "Ленинский проспект"-ул. Доблести
К-127,станция метро "Спортивная" - пр. Королева
К-425,'Станция метро "Чёрная речка" - г. Сестрорецк, ул. Володарского, д.40'
К-449,'ст. метро "Московская" - г. Красное Село, Геологическая ул., д. 75'
К-130,станция метро "Московская" - ж.-д. станция Сосновая Поляна
К-476,Станция метро "Ломоносовская" - Пос. им. Свердлова
К-468,ст. метро "Улица Дыбенко" - садоводство "Восход-1"
К-132,'станция метро "Черная речка" - Приморский пр., д. 169'
К-246,ж.-д.-станция Сосновая Поляна-ст. метро "Купчино"
К-249А,наб. р. Смоленки (Смоленское кладбище)-4-5-я линии В.О.
К-136,а/с Звездная ул. - разворотная площадка у станции метро "Волковская"
К-167,'Кирочная ул., д. 23 - ул. Осипенко'
К-254,ТЦ "МЕГА Дыбенко" - Станция метро "Площадь Ленина"
К-539,Станция метро "Проспект Просвещения" - Станция метро "Проспект Просвещения"
К-262,Финляндский вокзал - Пр. Просвещения
К-171А,'пл. Конституции, д. 7 - пл. Конституции, д. 7 (кольцевой)'
К-407,'ст. метро "Проспект Просвещения" - г. Кронштадт, Гражданская ул.'
ночь,Ночь музеев 1
К-209,ул. Коллонтай-ст. метро Петроградская""
К-343,'Станция метро "Проспект Ветеранов" - г. Ломоносов, вокзал'
К-297,ст. метро " Проспект Ветеранов" - ж. -д. станция Сосновая Поляна 
К-298,'Суздальский пр., уг. Гражданского пр. на -  пересечении Среднего пр. В.О. и 24-й линии В.О.'
К-214,'Выборгское шоссе, д.31-ТК"Лента"'
К-53,'станция метро "Купчино", Балканская пл. - Тепловозная ул., д. 32'
К-350,Станция метро "Купчино" - Автобусная станция "Наличная"
К-53а,станция метро "Площадь Александра Невского-2" - станция метро "Купчино"
К-302,'г. Сестрорецк, ул. Володарского - Новый район, больница '
К-305,Ст. метро "Старая Деревня" - пос. Приветнинское
К-100,'ул. Пестеля - Екатерининский пр., д. 3'
К-220,'ст.метро "Рыбацкое"-г. Колпино, Заводсокй пр.'
К-359А,'Уральская ул., д. 33 Уральская ул., д. 33'
К-359Б,'Уральская ул., у сада Декабристов Уральская ул., у сада Декабристов'
К-308,'станция метро "Удельная" (разворотная площадка) - ул. Савушкина, д. 134'
К-107,' ж.-д. станция Пискаревка - Инженерная ул., д. 4'
К-321,ул. Гидротехников - Петровская пл.
К-220А,'г.Колпино, Заводской пр.-пос.Металлострой, Центральная ул.'
К-325,ст. метро "Удельная" - ж.-д. станция Ручьи
К-330,'пр. Науки, д. 21 - ж. -д. станция Пискаревка'
К-333,пр. Героев - бульв. Новаторов до кинотеатра "Нарвский"
К-116,'Б. Смоленский пр. у пр. Обуховской Обороны - Звездная ул., д. 8'
К-339,'Ленинский пр., угол пр. Героев - ТЦ "МЕГА Дыбенко" '
К-418,'Софийская ул., д.95 - Станция метро "Купчино"'
К-224к,'автобусная станция "Кировский завод"-г.Петродворец, университет'
К-226,ул. Рихарда Зорге-ст. метро "Московская"
К-424,'Станция метро "Автово" - г. Петродворец, университет'
К-234,ул. Доблести-ст. метро "Проспект Ветеранов"
К-239,ст. метро "Проспект Большевиков"-ст. метро "Рыбацкое"
К-402,'г. Красное Село, Октябрьская ул. - г. Пушкин, автобусная станция "Железнодорожная ул."'
К-445В,'Ст. метро "Проспект Ветеранов" - г. Красное Село, Кингисеппское шоссе, д. 55'
К-241,'Выборгское шоссе, д.33-ст. метро "Проспект Просвещения"'
К-479,Станция метро "Звёздная" - Ж.-д. станция Шушары
К-245,'ст. метро "Кировский завод"-Красное Село, Нарвская ул.'
К-248,ст.метро "Приморская"-ул. Нахимова
К-250,ст. метро "Московские ворота"-ст. метро "Купчино"
К-150,Пискаревский пр. - ст. метро "Удельная"
К-138,'станция метро "Звездная" (Звездная ул., д. 3Б) - ул. Салова, напротив д. 61'
К-252А,'Станция метро Станция метро "Политехническая" - ТРК Северный Молл, пр. Культуры, д. 41'
К-530,Финляндский вокзал - Котово поле
К-268,'ст. метро "Рыбацкое" - пос. Саперный, Невская ул.'
К-261,Станция метро "Проспект Просвещения" - Пос. Юкки
К-264,Ж.-д. станция "Пискарёвка" - Станция метро "Ломоносовская"
1 ночь , «Исаакиевская пл. – Шпалерная ул.»    
301,'  АС "УЛ. КОСТЮШКО"-ГЕОЛОГИЧЕСКАЯ УЛ., 75"'
2М,А.С. "БАЛКАНСКАЯ УЛ." - СТ. МЕТРО "ПАРНАС"
5М,Репищева ул. - ст.Сортировочная
1МА,А.С. "УЛ. УШИНСКОГО" - СТ. МЕТРО "ПЛ. ЛЕНИНА"
1МБ,А.С. "ПР. МАРШАЛА ЖУКОВА" - СТ. МЕТРО "ЧЕРНЫШЕВСКАЯ"
2МА,А.С. "БАЛКАНСКАЯ УЛ." - СУВОРОВСКАЯ ПЛОЩАДЬ"
4М,Река Оккервиль-ст. м "Александра Невского"
3МА,НАЛИЧНАЯ УЛ.  - УНИВЕРСИТЕТСКАЯ НАБ.
2МБ,СТ. МЕТРО "ПАРНАС" - ТРОИЦКАЯ ПЛОЩАДЬ
3МБ,ДВОРЦОВЫЙ ПРОЕЗД - СТ. МЕТРО "РЫБАЦКОЕ"
4МА,река Оккервиль- ст. метро "Новочеркасская"
4 М,удалить
4МБ,"СТ. МЕТРО "АЛЕКСАНДРА НЕВСКОГО"  - СТ. МЕТРО "СЕННАЯ ПЛ."
5Мб,ст.Сортировочная - ст.метро "Адмиралтейская"
5Ма,Репищева ул. - ст.метро "Спортивная"
68А,СЧАСТЛИВАЯ УЛ. - УЛ. ПИОНЕРСТРОЯ
444,ржевка- деревня
Колпино,Колпино
GM,АС "Звездная ул." - Автозаводская ул. - АС "Звездная ул."
К-4,ст.метро "Площадь Александра Невского" - Синопская наб.(Единый центр документов)
К-6к,'Уральская ул. у Парка Декабристов-пл. Стачек, д. 5'
101А,'Г.КРОНШТАДТ, 19-Й КВАРТАЛ '
122А,СТ. МЕТРО ПИОНЕРСКАЯ - КАМЫШОВАЯ УЛ.
84-ШК,Ж.-Д. СТАНЦИЯ ПЕСОЧНАЯ - ПОС. НОВОСЁЛКИ
57А,АС "МАЛАЯ БАЛКАНСКАЯ УЛ."- СТ. МЕТРО "БУХАРЕСТСКАЯ"
7А,УЛ. КОРАБЛЕСТРОИТЕЛЕЙ - МОСКОВСКИЙ ВОКЗАЛ
2С,СПЕЦИАЛИЗИРОВАННЫЙ МАРШРУТ
5С,СМОЛЬНЫЙ
135,АЭРОДРОМНАЯ УЛ.- ОАО "КЛИМОВ"
191А,Р. ОККЕРВИЛЬ  - СТ. МЕТРО "ПЕТРОГРАДСКАЯ"
24А,ХАСАНСКАЯ УЛ. - СТ. МЕТРО "ВАСИЛЕОСТРОВСКАЯ"
10 А,А.С. "КРЕСТОВСКИЙ ОСТРОВ" - БАЛТИЙСКИЙ ВОКЗАЛ
135А,А.С. "КРЕСТОВСКИЙ ОСТРОВ" - СТАНЦИЯ МЕТРО "ПЛ. ВОССТАНИЯ"
В1,тестирование-тестирование
В1/1,тест-тест
1С-1,'ПР. ЭНГЕЛЬСА, 68 - СМОЛЬНЫЙ'
5С-1,'УЛ. КОРАБЛЕСТРОИТЕЛЕЙ, 35 - СМОЛЬНЫЙ'
5С-2,СМОЛЬНЫЙ - УЛ. КОРАБЛЕСТРОИТЕЛЕЙ
1С-2,'СМОЛЬНЫЙ - ПР. ЭНГЕЛЬСА, 68'
118Б,Правильный вариант: 118А
3С,Специализированный маршрут
0,А.С. "КИРОВСКИЙ ЗАВОД" - ПР. ГЕРОЕВ
Б/НОМЕРА,'Г. ПЕТЕРГОФ, УНИВЕРСИТЕТ - Г. ЛОМОНОСОВ, ВОКЗАЛ'
тест1,тест1
200а,'СТ. МЕТРО "ПРОСПЕКТ ВЕТЕРАНОВ" - СТРЕЛЬНА, ГМА ИМ. АДМИРАЛА С.О.МАКАРОВА'
302,КРАСНОСЕЛЬСКОЕ ШОССЕ - ГМА ИМ. АДМИРАЛА С.О. МАКАРОВА
303,КРАСНОСЕЛЬСКОЕ ШОССЕ - Ж.-Д. СТ. СТРЕЛЬНА
304,НОВО-НАРВСКОЕ ШОССЕ - Ж.-Д. СТАНЦИЯ "СТРЕЛЬНА"
184,АС "Московское шоссе" - ст. м. Бухарестская
184,УЛ. ШАВРОВА - ШУВАЛОВСКИЙ ПР.
1111,Тест111
6А,А.С. "НАЛИЧНАЯ УЛ." - ТЕАТРАЛЬНАЯ ПЛ.
118А,А.С. "УЛ. ПОДВОЙСКОГО"- СТ. МЕТРО "ЛОМОНОСОВСКАЯ"
7776,7776
109Б,Белоостровское шоссе- ст. метро "Озерки"
4М/,река Оккервиль - ст. метро Адмиралтейская
3М/,А/С "Наличная ул." - ст. метро "Рыбацкое"
197,АС "Звездная ул." - промзона Шушары - АС "Звездная"
С-4,СТ.МЕТРО "УЛИЦА ДЫБЕНКО" - СТ. МЕТРО "СПАССКАЯ"
К-3 МЕГА,ул. Дыбенко у Товарищеского пр. -  ТК "МЕГА Дыбенко"
К-180,'г. Пушкин, Славянка - г. Пушкин, вокзал '
300А,АС "Кировский завод" - боковой проезд Петергофского шоссе
8Х,Уткина Заводь - Херсонская ул.
51Б,ЗАВОД ЖЕЛЕЗОБЕТОННЫХ ИЗДЕЛИЙ № 1-УЛ. ГРИБАКИНЫХ
30АА,РЖЕВСКАЯ ПЛ.- СТ. МЕТРО "ЛАДОЖСКАЯ"
Центр 1,Центр 1
ВО ук,Васильевский остров  укор.
7,Проекты Елисеева
2Ч,УЛ.СПОРТИВНАЯ - СТ.М."ЧКАЛОВСКАЯ"
2Л,'Г.ЛОМОНОСОВ, ВОКЗАЛ - БРОНКА'
25,МАЛАЯ БАЛКАНСКАЯ УЛ. - СТ. МЕТРО "МЕЖДУНАРОДНАЯ"
S6,СТАДИОН-СТ.МЕТРО "ЧКАЛОВСКАЯ"
Sh2,ПЕСОЧНАЯ НАБЕРЕЖНАЯ - ГОРОДОК
Sh4,ПЕТРОВСКАЯ НАБ.-ГОРОДОК
186сп,ст.м Купчино
СП01,АС "МАЛАЯ БАЛКАНСКАЯ"- СТ. МЕТРО "БУХАРЕСТКАЯ"
СП006,'УЛ, ГРИБАКИНЫХ-УЛ,СОВЕТСКАЯ,ТОСНО'
6 сп ,АС "Александровская ферма"-м.ст.Площадь Александра Невского
375,'г. Пушкин, АС "Железнодорожная ул." - микрорайон "Славянка", Ростовская ул.'
14-А,А.С."КРЕСТОВСКИЙ ОСТРОВ" - А.С. КРЕСТОВСКИЙ ОСТРОВ"
0,Проекты маршрутов Мельникова
199,А.С."КРЕСТОВСКИЙ ОСТРОВ" - СПОРТИВНЫЙ КОМПЛЕКС "СПАРТАК" 
46/,БЕЛООСТРОВСКАЯ УЛ. - ст. метро "Горьковская"
49/,Двинская ул.- Садовая ул
С-5,ст.метро "Комендантский пр.- ст. метро "Международная"
52А,А.С.. "ПР. КУЛЬТУРЫ" - ПЛ. МУЖЕСТВА
0,Проекты маршрутов. Беляева.
30 А,ж/д станция" Ржевка"-ст. метро "Ладожская"
374А,'АС "Павловск" - г.Колпино, Заводской пр.'
328,'ПР.АЛЕКСАНДРОВСКОЙ ФЕРМЫ - Г.КОЛПИНО, ОБОРОННАЯ УЛ.'
198,АС "УЛ. ЖЕНИ ЕГОРОВОЙ" - СТАНЦИЯ МЕТРО "ПАРНАС"
К-2 МЕГА,К-2 МЕГА
56Х,Малая Балканская - ст.метро Ломоносовская
114Х,Счастливая ул. - ст.метро Елизаровская
30А,УЛ. ПОДВОЙСКОГО-РЖЕВСКАЯ ПЛ.
1,АС"Малая Балканская" - ЗАГРЕБСКИЙ БУЛЬВАР
ПРОЕКТ,'Г. ЛОМОНОСОВ, ВОКЗАЛ - Ж.-Д. СТАНЦИЯ "СТАРЫЙ ПЕТЕРГОФ"'
74А СП,АС "МАЛАЯ БАЛКАНСКАЯ УЛ."- СТ.МЕТРО "БУХАРЕСТСКАЯ"
00Е,ст. метро Елизаровская - ст. метро Ломоносовская
1ЧМа,СТ.МЕТРО "ВЫБОРГСКАЯ" - УЛ.СПОРТИВНАЯ
Sh1,СТ.МЕТРО "СПОРТИВНАЯ" - ГОРОДОК
к-406,'Кронштадт, Гражданская улица - СНТ "Красногорские Покосы"'
4СП,АС Счастливая улица - Стадион Пингвин
СП003,СТ. МЕТРО "ЮЖНАЯ" - РОСТОВСКАЯ УЛ. 
14-Б,А.С. "КРЕСТОВСКИЙ ОСТРОВ" - А.С. "КРЕСТОВСКИЙ ОСТРОВ"
22/,улица Стасовой-Двинская улица
375А,'г. Павловск, Звериницкая ул. - микрорайон "Славянка", Ростовская ул.'
38Т,38Т
60-К,АС "ПР. МАРШАЛА ЖУКОВА" - АС "КИРОВСКИЙ ЗАВОД"
39э,СТ.М. МОСКОВСКАЯ - АЭРОПОРТ "ПУЛКОВО 1"
388,'АС ЗВЁЗДНАЯ УЛ. - МИКРОРАЙОН "СЛАВЯНКА", РОСТОВСКАЯ УЛ.'
51А(2),АС "УЛ. ГРИБАКИНЫХ"- СТ. МЕТРО "РЫБАЦКОЕ"
155Б,СТ. МЕТРО "ПР. БОЛЬШЕВИКОВ"
155А,ст. метро "Большевиков"
1,АС Наличная ул. - Гостиный двор
К-389,' Кирочная ул., д. 28, литера А, угол Мелитопольского пер.-пр. Мечникова, д. 36'
12Х,ул. Подвойского - Рощинская ул.
154Х,ст.метро Старая Деревня - Камышовая ул.
8В,АС "ТРОИЦКОЕ ПОЛЕ"- СТ. МЕТРО "ПЛ. АЛЕКСАНДРА НЕВСКОГО"
S1,АЭРОПОРТ "ПУЛКОВО" - ПЛ.ВОССТАНИЯ
СП004,СТ. МЕТРО "СТАРАЯ ДЕРЕВНЯ"-СТ. МЕТРО "СТАРАЯ ДЕРЕВНЯ"
5СП,АС Подвойского- ул. Коллонтай
СП230,СЧАСТЛИВАЯ- Ж.-Д. СТАНЦИЯ "СЕРГИЕВО"
С-3,СТ. М. "ПРИМОРСКАЯ" - СТ. М. "РЫБАЦКОЕ"
351А,'Г. ПЕТРОДВОРЕЦ, ВОКЗАЛ - Ж.-Д. СТ. СТАРЫЙ ПЕТЕРГОФ'
